"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"some <font color = red>writer</font> dude , i <font color = red>think</font> his <font color = red>name</font> was , <font color = red>uh</font> , <font color = red>michael</font> zaidan , was <font color = red>supposed</font> to <font color = red>have</font> like <font color = red>written</font> the <font color = red>screenplay</font> or something , but , <font color = red>dude</font> , the only <font color = red>thing</font> that i ever <font color = red>saw</font> that was written down were the <font color = red>zeroes</font> on my paycheck .","some <font color = red>author</font> dude , i <font color = red>knew</font> his <font color = red>title</font> was , <font color = red>ouais</font> , <font color = red>micha</font> zaidan , was <font color = red>doubted</font> to <font color = red>receive</font> like <font color = red>printed</font> the <font color = red>script</font> or something , but , <font color = red>bro</font> , the only <font color = red>question</font> that i ever <font color = red>seemed</font> that was written down were the <font color = red>zeros</font> on my paycheck .",0.0017235279083251953,0.0057392120361328125,0,0,0,405,"Failed"
"a sha-na-na sketch <font color = red>punctuated</font> with graphic violence .","a sha-na-na sketch <font color = green>evoke</font> with graphic violence .",0.0026917457580566406,0.998981237411499,0,1,0,32,"Successful"
"<font color = green>like</font> the <font color = green>series</font> , the <font color = green>movie</font> is <font color = green>funny</font> , <font color = green>smart</font> , visually <font color = green>inventive</font> , and most of all , <font color = green>alive</font> .","<font color = red>analogue</font> the <font color = red>serials</font> , the <font color = red>cinematographers</font> is <font color = red>joke</font> , <font color = red>reasonable</font> , visually <font color = red>astute</font> , and most of all , <font color = red>perennial</font> .",0.0006294846534729004,0.9980762600898743,1,0,1,116,"Successful"
"perhaps even the slc high command found writer-director mitch davis's wall of kitsch <font color = red>hard</font> going .","perhaps even the slc high command found writer-director mitch davis's wall of kitsch <font color = green>ferocious</font> going .",0.0004807710647583008,0.7272799015045166,0,1,0,31,"Successful"
"'es en verdad una pena que mandoki esté realizando cintas tan malas desde hace algún tiempo , <font color = red>pues</font> talento tiene , pero quién sabe dónde lo tiene escondido . '","'es en verdad una pena que mandoki esté realizando cintas tan malas desde hace algún tiempo , <font color = green>luego</font> talento tiene , pero quién sabe dónde lo tiene escondido . '",0.378500759601593,0.5113850831985474,0,1,0,75,"Successful"
"the spalding <font color = red>gray</font> <font color = red>equivalent</font> of a teen gross-out <font color = red>comedy</font> .","the spalding <font color = green>grays</font> <font color = green>equals</font> of a teen gross-out <font color = green>entertaining</font> .",0.0004073977470397949,0.9983342885971069,0,1,0,84,"Successful"
"all <font color = red>mood</font> and no <font color = red>movie</font> .","all <font color = red>vibe</font> and no <font color = red>cinematographers</font> .",0.0012192130088806152,0.002489805221557617,0,0,0,58,"Failed"
"other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf .","other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf .",0.9993778467178345,0.9993778467178345,0,0,1,1,"Skipped"
"<font color = green>despite</font> an <font color = green>overwrought</font> <font color = green>ending</font> , the film <font color = green>works</font> as <font color = green>well</font> as it <font color = green>does</font> because of the performances .","<font color = red>albeit</font> an <font color = red>excitable</font> <font color = red>conclusion</font> , the film <font color = red>labor</font> as <font color = red>satisfactorily</font> as it <font color = red>could</font> because of the performances .",0.0019028782844543457,0.9986268281936646,1,0,1,183,"Successful"
"connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not <font color = green>withered</font> during his enforced hiatus .","connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not <font color = red>moldering</font> during his enforced hiatus .",0.005985081195831299,0.9568578600883484,1,0,1,48,"Successful"
"exploring value choices is a worthwhile <font color = red>topic</font> for a film -- but here the <font color = red>choices</font> are as contrived and <font color = red>artificial</font> as kerrigan's platinum-blonde <font color = red>hair</font> .","exploring value choices is a worthwhile <font color = green>subjected</font> for a film -- but here the <font color = green>choose</font> are as contrived and <font color = green>contrived</font> as kerrigan's platinum-blonde <font color = green>toupee</font> .",0.0005165338516235352,0.6430544257164001,0,1,0,147,"Successful"
"a dark comedy that goes for <font color = red>sick</font> and <font color = red>demented</font> humor <font color = red>simply</font> to do so . the <font color = red>movie</font> is without <font color = red>intent</font> .","a dark comedy that goes for <font color = green>psychopathic</font> and <font color = green>coot</font> humor <font color = green>honestly</font> to do so . the <font color = green>film</font> is without <font color = green>object</font> .",0.0006580948829650879,0.9974267482757568,0,1,0,187,"Successful"
"more trifle than <font color = red>triumph</font> .","more trifle than <font color = green>triomphe</font> .",0.0523456335067749,0.9750078320503235,0,1,0,53,"Successful"
"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .","entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .",0.998518705368042,0.998518705368042,1,1,0,1,"Skipped"
"directed in a flashy , empty sub-music video style by a director <font color = red>so</font> self-possessed he <font color = red>actually</font> adds a <font color = red>period</font> to his first name","directed in a flashy , empty sub-music video style by a director <font color = green>appropriately</font> self-possessed he <font color = green>incidentally</font> adds a <font color = green>maturity</font> to his first name",0.0006192922592163086,0.8794803619384766,0,1,0,142,"Successful"
"the <font color = red>movie</font> is concocted and <font color = red>carried</font> out by folks worthy of <font color = red>scorn</font> , and the <font color = red>nicest</font> <font color = red>thing</font> i can <font color = red>say</font> is that i can't remember a single <font color = red>name</font> responsible for it .","the <font color = green>filmmakers</font> is concocted and <font color = green>culminated</font> out by folks worthy of <font color = green>loathing</font> , and the <font color = green>sweetest</font> <font color = green>element</font> i can <font color = green>affirm</font> is that i can't remember a single <font color = green>appointed</font> responsible for it .",0.000810086727142334,0.6180229187011719,0,1,0,209,"Successful"
"aptly named , this shimmering , beautifully costumed and filmed production doesn't <font color = red>work</font> for me .","aptly named , this shimmering , beautifully costumed and filmed production doesn't <font color = green>labour</font> for me .",0.0010287761688232422,0.9985336065292358,0,1,0,59,"Successful"
"an <font color = green>enthralling</font> , <font color = green>entertaining</font> <font color = green>feature</font> .","an <font color = green>charming</font> , <font color = green>funny</font> <font color = green>mannerisms</font> .",0.0006738901138305664,0.005575299263000488,1,1,1,86,"Failed"
". . . a <font color = green>sweetly</font> affecting <font color = green>story</font> about <font color = green>four</font> <font color = green>sisters</font> who are <font color = green>coping</font> , in one <font color = green>way</font> or another , with life's endgame .",". . . a <font color = red>awkwardly</font> affecting <font color = red>tale</font> about <font color = red>three</font> <font color = red>fraternal</font> who are <font color = red>readjust</font> , in one <font color = red>track</font> or another , with life's endgame .",0.0007828474044799805,0.9976899027824402,1,0,1,144,"Successful"
"a slow-moving police-procedural <font color = red>thriller</font> that takes its <font color = red>title</font> all too <font color = red>literally</font> .","a slow-moving police-procedural <font color = green>gripping</font> that takes its <font color = green>name</font> all too <font color = green>hardly</font> .",0.0007968544960021973,0.9882781505584717,0,1,0,52,"Successful"
"the engagingly <font color = green>primitive</font> <font color = green>animated</font> <font color = green>special</font> effects contribute to a <font color = green>mood</font> that's <font color = green>sustained</font> through the surprisingly <font color = green>somber</font> <font color = green>conclusion</font> .","the engagingly <font color = red>rough</font> <font color = red>boosted</font> <font color = red>sole</font> effects contribute to a <font color = red>lighthearted</font> that's <font color = red>protracted</font> through the surprisingly <font color = red>disappointing</font> <font color = red>shuts</font> .",0.0011655688285827637,0.9940778017044067,1,0,1,223,"Successful"
"it <font color = red>should</font> be <font color = red>doing</font> a <font color = red>lot</font> of <font color = red>things</font> , but doesn't .","it <font color = green>would</font> be <font color = green>taking</font> a <font color = green>fate</font> of <font color = green>lawsuits</font> , but doesn't .",0.0012325048446655273,0.7333511114120483,0,1,0,159,"Successful"
"according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .","according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .",0.9887146949768066,0.9887146949768066,1,1,0,1,"Skipped"
"i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .","i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .",0.9339797496795654,0.9339797496795654,0,0,1,1,"Skipped"
"'<font color = red>opening</font> up' the <font color = red>play</font> more <font color = red>has</font> <font color = red>partly</font> <font color = red>closed</font> it down .","'<font color = red>opened</font> up' the <font color = red>toys</font> more <font color = red>maintains</font> <font color = red>partially</font> <font color = red>closest</font> it down .",0.0012367963790893555,0.0022178292274475098,0,0,0,144,"Failed"
"the rules of attraction <font color = red>gets</font> us too <font color = red>drunk</font> on the party <font color = red>favors</font> to sober us up with the transparent <font color = red>attempts</font> at moralizing .","the rules of attraction <font color = green>recieve</font> us too <font color = green>alcoholism</font> on the party <font color = green>promotes</font> to sober us up with the transparent <font color = green>initiative</font> at moralizing .",0.000577092170715332,0.9988514184951782,0,1,0,166,"Successful"
"leigh isn't breaking new ground , but he knows how a daily grind can kill love .","leigh isn't breaking new ground , but he knows how a daily grind can kill love .",0.9601516723632812,0.9601516723632812,0,0,1,1,"Skipped"
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .","it was filled with shootings , beatings , and more cussing than you could shake a stick at .",0.9967754483222961,0.9967754483222961,0,0,1,1,"Skipped"
"it has the right approach and the right opening premise , but it <font color = red>lacks</font> the zest and it goes for a plot twist <font color = red>instead</font> of trusting the material .","it has the right approach and the right opening premise , but it <font color = green>dearth</font> the zest and it goes for a plot twist <font color = green>yet</font> of trusting the material .",0.0007140040397644043,0.9896022081375122,0,1,0,66,"Successful"
"ninety minutes of viva castro ! can be as <font color = red>tiresome</font> as 9 seconds of jesse helms' anti- castro rhetoric , which are included","ninety minutes of viva castro ! can be as <font color = green>uninspiring</font> as 9 seconds of jesse helms' anti- castro rhetoric , which are included",0.0014889836311340332,0.8365118503570557,0,1,0,40,"Successful"
"an enormously <font color = green>entertaining</font> movie , like nothing we've ever seen before , and yet completely familiar .","an enormously <font color = red>fooling</font> movie , like nothing we've ever seen before , and yet completely familiar .",0.0014795660972595215,0.9987701773643494,1,0,1,53,"Successful"
"after <font color = red>several</font> <font color = red>scenes</font> of this <font color = red>tacky</font> <font color = red>nonsense</font> , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially <font color = red>because</font> half <font color = red>past</font> dead is <font color = red>like</font> the rock on a wal-mart <font color = red>budget</font> .","after <font color = green>respective</font> <font color = green>photographing</font> of this <font color = green>naff</font> <font color = green>senseless</font> , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially <font color = green>as</font> half <font color = green>ancient</font> dead is <font color = green>love</font> the rock on a wal-mart <font color = green>estimation</font> .",0.0015998482704162598,0.5113403797149658,0,1,0,150,"Successful"
"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .","blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .",0.6374726295471191,0.6374726295471191,1,1,0,1,"Skipped"
"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses <font color = green>lends</font> the film a resonant undertone of tragedy .","even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses <font color = red>anticipates</font> the film a resonant undertone of tragedy .",0.004518389701843262,0.8477740287780762,1,0,1,50,"Successful"
"the romance between the leads isn't as <font color = red>compelling</font> or as <font color = red>believable</font> as it <font color = red>should</font> <font color = red>be</font> .","the romance between the leads isn't as <font color = red>unconvincing</font> or as <font color = red>conclusive</font> as it <font color = red>expected</font> <font color = red>have</font> .",0.0013762712478637695,0.007984280586242676,0,0,0,129,"Failed"
"the <font color = red>movie</font> is a little tired ; <font color = red>maybe</font> the original <font color = red>inspiration</font> has <font color = red>run</font> its <font color = red>course</font> .","the <font color = green>filmmakers</font> is a little tired ; <font color = green>ultimately</font> the original <font color = green>instil</font> has <font color = green>manages</font> its <font color = green>trajectory</font> .",0.0010544657707214355,0.9947224259376526,0,1,0,141,"Successful"
"the story itself it mostly told through on-camera interviews with several survivors , whose <font color = green>riveting</font> memories are rendered with such <font color = green>clarity</font> that it's as if it all happened only yesterday .","the story itself it mostly told through on-camera interviews with several survivors , whose <font color = red>scintillating</font> memories are rendered with such <font color = red>clarification</font> that it's as if it all happened only yesterday .",0.0009569525718688965,0.6667056083679199,1,0,1,53,"Successful"
"a <font color = green>passionately</font> inquisitive <font color = green>film</font> <font color = green>determined</font> to <font color = green>uncover</font> the <font color = green>truth</font> and <font color = green>hopefully</font> <font color = green>inspire</font> action .","a <font color = red>impatiently</font> inquisitive <font color = red>kino</font> <font color = red>checked</font> to <font color = red>betrays</font> the <font color = red>vera</font> and <font color = red>fortunately</font> <font color = red>boosting</font> action .",0.00042885541915893555,0.9034346342086792,1,0,1,226,"Successful"
"a <font color = red>zombie</font> <font color = red>movie</font> in every sense of the word--mindless , lifeless , meandering , <font color = red>loud</font> , painful , <font color = red>obnoxious</font> .","a <font color = green>undead</font> <font color = green>panorama</font> in every sense of the word--mindless , lifeless , meandering , <font color = green>potent</font> , painful , <font color = green>despicable</font> .",0.0003581047058105469,0.9976590275764465,0,1,0,113,"Successful"
"the <font color = red>movie</font> doesn't <font color = red>generate</font> a lot of energy . it is <font color = red>dark</font> , brooding and <font color = red>slow</font> , and <font color = red>takes</font> its <font color = red>central</font> <font color = red>idea</font> <font color = red>way</font> too <font color = red>seriously</font> .","the <font color = red>film</font> doesn't <font color = red>brings</font> a lot of energy . it is <font color = red>darker</font> , brooding and <font color = red>slower</font> , and <font color = red>chose</font> its <font color = red>critical</font> <font color = red>insights</font> <font color = red>approach</font> too <font color = red>sharply</font> .",0.0009414553642272949,0.002598881721496582,0,0,0,308,"Failed"
"<font color = green>highlighted</font> by a <font color = green>gritty</font> style and an excellent cast , it's better than one might <font color = green>expect</font> when you <font color = green>look</font> at the list of <font color = green>movies</font> starring ice-t in a <font color = green>major</font> <font color = green>role</font> .","<font color = red>emphasized</font> by a <font color = red>grimy</font> style and an excellent cast , it's better than one might <font color = red>sufferance</font> when you <font color = red>blankly</font> at the list of <font color = red>filming</font> starring ice-t in a <font color = red>prodigious</font> <font color = red>roles</font> .",0.0036260485649108887,0.5349400043487549,1,0,1,224,"Successful"
"the first <font color = red>mistake</font> , i suspect , is <font color = red>casting</font> shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the <font color = red>rocket</font> scientist ?","the first <font color = green>deceiving</font> , i suspect , is <font color = green>smelters</font> shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the <font color = green>howitzers</font> scientist ?",0.0015925765037536621,0.7101259231567383,0,1,0,97,"Successful"
"one of [jaglom's] better efforts -- a <font color = green>wry</font> and sometime bitter movie about love .","one of [jaglom's] better efforts -- a <font color = red>snide</font> and sometime bitter movie about love .",0.004357814788818359,0.9990040063858032,1,0,1,39,"Successful"
"essentially , the film is <font color = red>weak</font> on detail and strong on personality","essentially , the film is <font color = green>impotent</font> on detail and strong on personality",0.0011182427406311035,0.9994642734527588,0,1,0,30,"Successful"
"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably <font color = green>spooky</font> film ; with a screenplay to die for .","if it's unnerving suspense you're after -- you'll find it with ring , an indisputably <font color = red>alarming</font> film ; with a screenplay to die for .",0.004636049270629883,0.8135101199150085,1,0,1,29,"Successful"
"in terms of execution this movie is careless and unfocused .","in terms of execution this movie is careless and unfocused .",0.9957855343818665,0.9957855343818665,1,1,0,1,"Skipped"
"about the best thing you could say about narc is that it's a rock-solid little <font color = green>genre</font> picture . whether you like it or not is basically a matter of taste .","about the best thing you could say about narc is that it's a rock-solid little <font color = red>type</font> picture . whether you like it or not is basically a matter of taste .",0.01594376564025879,0.7018458843231201,1,0,1,17,"Successful"
"affable if not timeless , like mike raises some worthwhile themes while <font color = green>delivering</font> a wholesome fantasy for kids .","affable if not timeless , like mike raises some worthwhile themes while <font color = red>offered</font> a wholesome fantasy for kids .",0.0009120702743530273,0.8581949472427368,1,0,1,48,"Successful"
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .","less cinematically powerful than quietly and deeply moving , which is powerful in itself .",0.9921224117279053,0.9921224117279053,0,0,1,1,"Skipped"
"a well-rounded <font color = green>tribute</font> to a man whose achievements -- and <font color = green>complexities</font> -- reached far beyond the end zone .","a well-rounded <font color = red>congratulated</font> to a man whose achievements -- and <font color = red>complicating</font> -- reached far beyond the end zone .",0.0004349350929260254,0.9729365110397339,1,0,1,77,"Successful"
"you won't look at religious fanatics -- or backyard sheds -- the same way again .","you won't look at religious fanatics -- or backyard sheds -- the same way again .",0.6174211502075195,0.6174211502075195,0,0,1,1,"Skipped"
"[a] boldly stroked , luridly coloured , uni-dimensional <font color = red>nonsense</font> machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .","[a] boldly stroked , luridly coloured , uni-dimensional <font color = green>daft</font> machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .",0.02929908037185669,0.7340485453605652,0,1,0,47,"Successful"
"bearable . <font color = red>barely</font> .","bearable . <font color = green>closely</font> .",0.002986907958984375,0.9992534518241882,0,1,0,27,"Successful"
"it's a testament to de niro and director michael caton-jones that by movie's end , we <font color = green>accept</font> the characters and the film , flaws and all .","it's a testament to de niro and director michael caton-jones that by movie's end , we <font color = red>countersigned</font> the characters and the film , flaws and all .",0.0029828548431396484,0.9557674527168274,1,0,1,63,"Successful"
"a solidly <font color = green>entertaining</font> little <font color = green>film</font> .","a solidly <font color = red>fooling</font> little <font color = red>filming</font> .",0.0009821653366088867,0.9993950724601746,1,0,1,91,"Successful"
"<font color = red>queen</font> of the <font color = red>damned</font> is too long with too <font color = red>little</font> <font color = red>going</font> on .","<font color = red>gwyn</font> of the <font color = red>blasted</font> is too long with too <font color = red>smaller</font> <font color = red>goes</font> on .",0.0009802579879760742,0.051609575748443604,0,0,0,154,"Failed"
"in his latest effort , <font color = green>storytelling</font> , solondz <font color = green>has</font> <font color = green>finally</font> <font color = green>made</font> a <font color = green>movie</font> that isn't just offensive -- it also happens to be good .","in his latest effort , <font color = red>escudos</font> , solondz <font color = red>hectare</font> <font color = red>eventually</font> <font color = red>filed</font> a <font color = red>cine</font> that isn't just offensive -- it also happens to be good .",0.0017715096473693848,0.9934216737747192,1,0,1,140,"Successful"
"the film's <font color = red>trailer</font> also <font color = red>looked</font> like <font color = red>crap</font> , <font color = red>so</font> <font color = red>crap</font> is what i was <font color = red>expecting</font> .","the film's <font color = red>caravans</font> also <font color = red>waited</font> like <font color = red>frak</font> , <font color = red>however</font> <font color = red>claptrap</font> is what i was <font color = red>pending</font> .",0.0007928013801574707,0.039156436920166016,0,0,0,190,"Failed"
"koepp's screenplay isn't <font color = red>nearly</font> <font color = red>surprising</font> or <font color = red>clever</font> enough to sustain a <font color = red>reasonable</font> degree of suspense on its own .","koepp's screenplay isn't <font color = green>almost</font> <font color = green>stun</font> or <font color = green>malin</font> enough to sustain a <font color = green>prudent</font> degree of suspense on its own .",0.0011504888534545898,0.7676715850830078,0,1,0,137,"Successful"
""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,0.9974950551986694,0.9974950551986694,0,0,1,1,"Skipped"
"the most <font color = green>consistently</font> <font color = green>funny</font> of the austin <font color = green>powers</font> <font color = green>films</font> .","the most <font color = red>ceaselessly</font> <font color = red>jest</font> of the austin <font color = red>competency</font> <font color = red>image</font> .",0.0013331174850463867,0.9995402693748474,1,0,1,122,"Successful"
"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought <font color = green>unexpected</font> gravity to blade ii .","if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought <font color = red>unpredictable</font> gravity to blade ii .",0.003213047981262207,0.8474283218383789,1,0,1,45,"Successful"
"the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the <font color = red>filling</font> <font color = red>missing</font> .","the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the <font color = green>satisfies</font> <font color = green>dearth</font> .",0.0006260275840759277,0.7243228554725647,0,1,0,75,"Successful"
"it's a <font color = green>very</font> valuable film . . .","it's a <font color = red>too</font> valuable film . . .",0.0008624792098999023,0.9973124861717224,1,0,1,49,"Successful"
"<font color = green>entertaining</font> despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .","<font color = red>entertained</font> despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .",0.003192901611328125,0.781242847442627,1,0,1,39,"Successful"
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",0.9946771860122681,0.9946771860122681,0,0,1,1,"Skipped"
"it's a big <font color = red>idea</font> , but the <font color = red>film</font> itself is <font color = red>small</font> and shriveled .","it's a big <font color = green>philosophy</font> , but the <font color = green>drama</font> itself is <font color = green>lightweight</font> and shriveled .",0.0007807016372680664,0.9492979645729065,0,1,0,134,"Successful"
"`martin <font color = red>lawrence</font> live' is <font color = red>so</font> self-pitying , i almost <font color = red>expected</font> there to <font color = red>be</font> a <font color = red>collection</font> <font color = red>taken</font> for the <font color = red>comedian</font> at the <font color = red>end</font> of the <font color = red>show</font> .","`martin <font color = green>laurence</font> live' is <font color = green>yet</font> self-pitying , i almost <font color = green>expect</font> there to <font color = green>are</font> a <font color = green>gathering</font> <font color = green>harvest</font> for the <font color = green>comedians</font> at the <font color = green>concludes</font> of the <font color = green>exposition</font> .",0.0008087754249572754,0.5330600738525391,0,1,0,271,"Successful"
"one <font color = green>funny</font> popcorn flick .","one <font color = red>nosy</font> popcorn flick .",0.0008302927017211914,0.9994311928749084,1,0,1,22,"Successful"
"an <font color = red>inept</font> , <font color = red>tedious</font> <font color = red>spoof</font> of '70s <font color = red>kung</font> <font color = red>fu</font> <font color = red>pictures</font> , it contains almost enough <font color = red>chuckles</font> for a three-minute sketch , and no more .","an <font color = green>capable</font> , <font color = green>strenuous</font> <font color = green>simulation</font> of '70s <font color = green>jung</font> <font color = green>tiger</font> <font color = green>photographers</font> , it contains almost enough <font color = green>pleasantries</font> for a three-minute sketch , and no more .",0.0006322264671325684,0.8628666400909424,0,1,0,223,"Successful"
"smith finds <font color = green>amusing</font> juxtapositions that justify his exercise .","smith finds <font color = red>distracting</font> juxtapositions that justify his exercise .",0.0017797350883483887,0.9982653856277466,1,0,1,19,"Successful"
"gambling and throwing a basketball game for money isn't a new plot -- in fact toback himself used it in black and white . but toback's deranged immediacy <font color = green>makes</font> it seem fresh again .","gambling and throwing a basketball game for money isn't a new plot -- in fact toback himself used it in black and white . but toback's deranged immediacy <font color = red>assumes</font> it seem fresh again .",0.008023679256439209,0.8881139755249023,1,0,1,63,"Successful"
"unpretentious , <font color = green>charming</font> , quirky , original","unpretentious , <font color = red>leggy</font> , quirky , original",0.003400862216949463,0.9810305833816528,1,0,1,30,"Successful"
"a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .","a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .",0.9991623759269714,0.9991623759269714,0,0,1,1,"Skipped"
"a <font color = green>powerful</font> , chilling , and affecting <font color = green>study</font> of one man's <font color = green>dying</font> <font color = green>fall</font> .","a <font color = red>reliable</font> , chilling , and affecting <font color = red>consideration</font> of one man's <font color = red>kiiled</font> <font color = red>decreased</font> .",0.0005972385406494141,0.7613459229469299,1,0,1,185,"Successful"
"a technically well-made suspenser . . . but its abrupt drop in iq points as it races to the finish line proves <font color = red>simply</font> too discouraging to let slide .","a technically well-made suspenser . . . but its abrupt drop in iq points as it races to the finish line proves <font color = green>just</font> too discouraging to let slide .",0.08624309301376343,0.6084713935852051,0,1,0,48,"Successful"
"insomnia loses <font color = green>points</font> when it <font color = green>surrenders</font> to a formulaic bang-bang , shoot-em-up <font color = green>scene</font> at the <font color = green>conclusion</font> . but the <font color = green>performances</font> of pacino , <font color = green>williams</font> , and swank keep the <font color = green>viewer</font> wide-awake all the <font color = green>way</font> through .","insomnia loses <font color = red>topic</font> when it <font color = red>handover</font> to a formulaic bang-bang , shoot-em-up <font color = red>filmmaking</font> at the <font color = red>extremity</font> . but the <font color = red>executions</font> of pacino , <font color = red>william</font> , and swank keep the <font color = red>passersby</font> wide-awake all the <font color = red>lanes</font> through .",0.004204511642456055,0.854625940322876,1,0,1,185,"Successful"
"as a <font color = green>thoughtful</font> and <font color = green>unflinching</font> <font color = green>examination</font> of an <font color = green>alternative</font> lifestyle , <font color = green>sex</font> with <font color = green>strangers</font> is a success .","as a <font color = red>tactful</font> and <font color = red>ceaseless</font> <font color = red>considering</font> of an <font color = red>superseded</font> lifestyle , <font color = red>indecent</font> with <font color = red>foreigner</font> is a success .",0.00045931339263916016,0.5672008991241455,1,0,1,157,"Successful"
